waiting_time,queue_length,vehicle_count,emergency_count,avg_speed,total_vehicles
0.0,0,5,0,6.7352361458819345,5
0.0,0,5,0,6.507411318598315,5
0.0,0,5,0,7.638326724874787,5
0.0,0,5,0,7.081544912629761,5
0.0,0,5,0,6.772656862111764,5
