waiting_time,queue_length,vehicle_count,emergency_count,avg_speed,total_vehicles
0.0,0,5,0,6.919106198335067,5
0.0,0,5,0,8.572372415265999,5
0.0,0,5,0,8.572372415265999,5
0.0,0,5,0,7.974548392766155,5
0.0,0,5,0,8.33805093758274,5
