step,reward,waiting_time,queue_length,emergency_count
112,-2.319999999999993,229.82692307692307,0.8653846153846154,0
113,-2.4000000000000057,234.28846153846155,0.9230769230769231,0
114,-2.3999999999999915,238.90384615384616,0.9230769230769231,0
115,-2.4000000000000057,243.51923076923077,0.9230769230769231,0
116,-2.4000000000000057,248.1346153846154,0.9230769230769231,0
117,-2.4000000000000057,252.75,0.9230769230769231,0
118,-2.3999999999999773,257.36538461538464,0.9230769230769231,0
119,-2.4000000000000057,261.9807692307692,0.9230769230769231,0
120,-2.4000000000000057,266.59615384615387,0.9230769230769231,0
121,-2.4000000000000057,271.21153846153845,0.9230769230769231,0
122,-2.4000000000000057,275.8269230769231,0.9230769230769231,0
123,-2.3999999999999773,280.4423076923077,0.9230769230769231,0
124,-2.4000000000000057,285.0576923076923,0.9230769230769231,0
125,-2.4000000000000057,289.6730769230769,0.9230769230769231,0
126,-2.569999999999993,294.28846153846155,0.9230769230769231,0
127,-2.5999999999999943,299.2307692307692,1.0,0
128,-2.6200000000000045,304.2307692307692,1.0,0
129,-2.6500000000000057,309.2692307692308,1.0192307692307692,0
130,-2.6699999999999875,314.36538461538464,1.0192307692307692,0
131,-2.700000000000017,319.5,1.0384615384615385,0
132,-2.6999999999999886,324.6923076923077,1.0384615384615385,0
133,-2.700000000000017,329.88461538461536,1.0384615384615385,0
134,-2.6999999999999886,335.0769230769231,1.0384615384615385,0
135,-2.6999999999999886,340.2692307692308,1.0384615384615385,0
136,-2.700000000000017,345.46153846153845,1.0384615384615385,0
137,-2.6999999999999886,350.65384615384613,1.0384615384615385,0
138,-2.710000000000008,355.84615384615387,1.0384615384615385,0
139,-2.8300000000000125,361.0576923076923,1.0576923076923077,0
140,-2.9399999999999977,366.5,1.1153846153846154,0
141,-3.0,372.15384615384613,1.1538461538461537,0
142,-3.0,377.9230769230769,1.1538461538461537,0
143,-3.079999999999984,383.6923076923077,1.1538461538461537,0
144,-2.920000000000016,389.61538461538464,1.1923076923076923,0
145,-3.0,395.2307692307692,1.1538461538461537,0
146,-3.0,401.0,1.1538461538461537,0
147,-3.0,406.7692307692308,1.1538461538461537,0
148,-3.0,412.53846153846155,1.1538461538461537,0
149,-3.0,418.3076923076923,1.1538461538461537,0
150,-3.0,424.0769230769231,1.1538461538461537,0
151,-3.0,429.84615384615387,1.1538461538461537,0
152,-3.0,435.61538461538464,1.1538461538461537,0
153,-3.0,441.38461538461536,1.1538461538461537,0
154,-3.0900000000000034,447.15384615384613,1.1538461538461537,0
155,-3.309999999999974,453.09615384615387,1.2307692307692308,0
156,-3.190000000000026,459.46153846153845,1.2884615384615385,0
157,-3.219999999999999,465.53846153846155,1.25,0
158,-3.25,471.78846153846155,1.25,0
159,-3.289999999999992,478.03846153846155,1.25,0
160,-3.299999999999983,484.36538461538464,1.2692307692307692,0
161,-3.30000000000004,490.71153846153845,1.2692307692307692,0
162,-3.2999999999999545,497.0576923076923,1.2692307692307692,0
163,-3.3000000000000114,503.40384615384613,1.2692307692307692,0
164,-3.3000000000000114,509.75,1.2692307692307692,0
165,-3.3000000000000114,516.0961538461538,1.2692307692307692,0
166,-3.3000000000000114,522.4423076923077,1.2692307692307692,0
167,-3.349999999999966,528.7884615384615,1.2692307692307692,0
168,-3.3600000000000136,535.2307692307693,1.2884615384615385,0
169,-3.4699999999999704,541.6923076923077,1.3076923076923077,0
170,-3.5500000000000114,548.3653846153846,1.3461538461538463,0
171,-3.650000000000034,555.1923076923077,1.3846153846153846,0
172,-3.5,562.2115384615385,1.4230769230769231,0
173,-3.599999999999966,568.9423076923077,1.3846153846153846,0
174,-3.6000000000000227,575.8653846153846,1.3846153846153846,0
175,-3.599999999999966,582.7884615384615,1.3846153846153846,0
176,-3.6000000000000227,589.7115384615385,1.3846153846153846,0
177,-3.6000000000000227,596.6346153846154,1.3846153846153846,0
178,-3.599999999999966,603.5576923076923,1.3846153846153846,0
179,-3.6000000000000227,610.4807692307693,1.3846153846153846,0
180,-3.599999999999966,617.4038461538462,1.3846153846153846,0
181,-3.640000000000043,624.3269230769231,1.3846153846153846,0
182,-3.6499999999999773,631.3269230769231,1.4038461538461537,0
183,-3.7800000000000296,638.3461538461538,1.4038461538461537,0
184,-3.8799999999999955,645.6153846153846,1.4615384615384615,0
185,-3.8999999999999773,653.0769230769231,1.5,0
186,-3.8999999999999773,660.5769230769231,1.5,0
187,-3.900000000000034,668.0769230769231,1.5,0
188,-3.8999999999999773,675.5769230769231,1.5,0
189,-3.900000000000034,683.0769230769231,1.5,0
190,-3.8999999999999773,690.5769230769231,1.5,0
191,-3.8999999999999773,698.0769230769231,1.5,0
192,-3.900000000000034,705.5769230769231,1.5,0
193,-3.8999999999999773,713.0769230769231,1.5,0
194,-3.900000000000034,720.5769230769231,1.5,0
195,-3.8999999999999773,728.0769230769231,1.5,0
196,-3.930000000000007,735.5769230769231,1.5,0
197,-4.069999999999993,743.1346153846154,1.5192307692307692,0
198,-4.170000000000016,750.9615384615385,1.5961538461538463,0
199,-4.240000000000009,758.9807692307693,1.6153846153846154,0
200,-4.119999999999948,767.1346153846154,1.6538461538461537,0
201,-4.2000000000000455,775.0576923076923,1.6153846153846154,0
202,-4.199999999999989,783.1346153846154,1.6153846153846154,0
203,-4.199999999999989,791.2115384615385,1.6153846153846154,0
204,-4.199999999999989,799.2884615384615,1.6153846153846154,0
205,-4.199999999999989,807.3653846153846,1.6153846153846154,0
206,-4.2000000000000455,815.4423076923077,1.6153846153846154,0
207,-4.199999999999989,823.5192307692307,1.6153846153846154,0
208,-4.199999999999989,831.5961538461538,1.6153846153846154,0
209,-4.2099999999999795,839.6730769230769,1.6153846153846154,0
210,-4.25,847.7692307692307,1.6346153846153846,0
211,-4.240000000000009,855.9423076923077,1.6346153846153846,0
212,-4.240000000000009,864.25,1.6730769230769231,0
213,-4.310000000000002,872.6730769230769,1.7115384615384615,0
214,-4.240000000000009,881.2884615384615,1.7307692307692308,0
215,-4.21999999999997,889.9423076923077,1.7307692307692308,0
216,-4.180000000000007,898.6346153846154,1.75,0
217,-4.2000000000000455,907.25,1.7307692307692308,0
218,-4.199999999999989,915.9038461538462,1.7307692307692308,0
219,-4.199999999999989,924.5576923076923,1.7307692307692308,0
220,-4.199999999999989,933.2115384615385,1.7307692307692308,0
221,-4.199999999999989,941.8653846153846,1.7307692307692308,0
222,-4.2000000000000455,950.5192307692307,1.7307692307692308,0
223,-4.199999999999989,959.1730769230769,1.7307692307692308,0
224,-4.199999999999989,967.8269230769231,1.7307692307692308,0
225,-4.230000000000018,976.4807692307693,1.7307692307692308,0
226,-4.149999999999977,985.2307692307693,1.75,0
227,-4.169999999999959,994.0769230769231,1.7884615384615385,0
228,-4.100000000000023,1003.1153846153846,1.8076923076923077,0
229,-4.190000000000055,1012.1538461538462,1.8269230769230769,0
230,-4.199999999999932,1021.3653846153846,1.8461538461538463,0
231,-4.2000000000000455,1030.5961538461538,1.8461538461538463,0
232,-4.199999999999932,1039.826923076923,1.8461538461538463,0
233,-4.2000000000000455,1049.0576923076924,1.8461538461538463,0
234,-4.2000000000000455,1058.2884615384614,1.8461538461538463,0
235,-4.199999999999932,1067.5192307692307,1.8461538461538463,0
236,-4.2000000000000455,1076.75,1.8461538461538463,0
237,-4.199999999999932,1085.9807692307693,1.8461538461538463,0
238,-4.2000000000000455,1095.2115384615386,1.8461538461538463,0
239,-4.159999999999968,1104.4423076923076,1.8461538461538463,0
240,-4.100000000000023,1113.7115384615386,1.8653846153846154,0
241,-4.180000000000064,1123.076923076923,1.8846153846153846,0
242,-4.159999999999968,1132.673076923077,1.9230769230769231,0
243,-4.189999999999941,1142.3846153846155,1.9423076923076923,0
244,-4.1200000000000045,1152.173076923077,1.9615384615384615,0
245,-4.25,1161.826923076923,1.9615384615384615,0
246,-4.139999999999986,1171.7307692307693,1.9807692307692308,0
247,-4.2000000000000455,1181.423076923077,1.9615384615384615,0
248,-4.2000000000000455,1191.2307692307693,1.9615384615384615,0
249,-4.199999999999932,1201.0384615384614,1.9615384615384615,0
250,-4.2000000000000455,1210.8461538461538,1.9615384615384615,0
251,-4.199999999999932,1220.6538461538462,1.9615384615384615,0
252,-4.2000000000000455,1230.4615384615386,1.9615384615384615,0
253,-4.159999999999968,1240.2692307692307,1.9615384615384615,0
254,-4.1299999999999955,1250.076923076923,1.9615384615384615,0
255,-4.009999999999991,1259.9807692307693,1.9807692307692308,0
256,-4.07000000000005,1269.9807692307693,2.0,0
257,-4.2000000000000455,1280.1153846153845,2.0576923076923075,0
258,-4.099999999999909,1290.5,2.076923076923077,0
259,-4.190000000000055,1300.6923076923076,2.0576923076923075,0
260,-4.2000000000000455,1311.0576923076924,2.076923076923077,0
261,-4.199999999999932,1321.4423076923076,2.076923076923077,0
262,-4.2000000000000455,1331.826923076923,2.076923076923077,0
263,-4.199999999999932,1342.2115384615386,2.076923076923077,0
264,-4.2000000000000455,1352.5961538461538,2.076923076923077,0
265,-4.2000000000000455,1362.9807692307693,2.076923076923077,0
266,-4.199999999999932,1373.3653846153845,2.076923076923077,0
267,-4.220000000000027,1383.75,2.076923076923077,0
268,-4.189999999999941,1394.173076923077,2.0961538461538463,0
269,-4.180000000000064,1404.6923076923076,2.1153846153846154,0
270,-4.159999999999968,1415.4423076923076,2.1538461538461537,0
271,-4.25,1426.326923076923,2.1923076923076925,0
272,-4.170000000000073,1437.3846153846155,2.230769230769231,0
273,-4.17999999999995,1448.25,2.1923076923076925,0
274,-4.2000000000000455,1459.2115384615386,2.1923076923076925,0
275,-4.199999999999932,1470.173076923077,2.1923076923076925,0
276,-4.2000000000000455,1481.1346153846155,2.1923076923076925,0
277,-4.199999999999932,1492.0961538461538,2.1923076923076925,0
278,-4.2000000000000455,1503.0576923076924,2.1923076923076925,0
279,-4.2000000000000455,1514.0192307692307,2.1923076923076925,0
280,-4.199999999999932,1524.9807692307693,2.1923076923076925,0
281,-4.2000000000000455,1535.9423076923076,2.1923076923076925,0
282,-4.199999999999932,1546.9038461538462,2.1923076923076925,0
283,-4.2000000000000455,1557.8653846153845,2.1923076923076925,0
284,-4.220000000000027,1568.9423076923076,2.230769230769231,0
285,-4.25,1580.3461538461538,2.3076923076923075,0
286,-4.25,1591.8846153846155,2.3076923076923075,0
287,-4.269999999999982,1603.423076923077,2.3076923076923075,0
288,-4.189999999999941,1615.0,2.326923076923077,0
289,-4.2000000000000455,1626.5,2.3076923076923075,0
290,-4.2000000000000455,1638.0384615384614,2.3076923076923075,0
291,-4.199999999999932,1649.576923076923,2.3076923076923075,0
292,-4.2000000000000455,1661.1153846153845,2.3076923076923075,0
293,-4.199999999999932,1672.6538461538462,2.3076923076923075,0
294,-4.2000000000000455,1684.1923076923076,2.3076923076923075,0
295,-4.2000000000000455,1695.7307692307693,2.3076923076923075,0
296,-4.199999999999932,1707.2692307692307,2.3076923076923075,0
297,-4.210000000000036,1718.8461538461538,2.3461538461538463,0
298,-4.139999999999986,1730.6538461538462,2.3846153846153846,0
299,-4.220000000000027,1742.5961538461538,2.4038461538461537,0
300,-4.100000000000023,1754.75,2.4423076923076925,0
301,-4.1299999999999955,1766.6346153846155,2.4038461538461537,0
302,-4.199999999999932,1778.6538461538462,2.4038461538461537,0
303,-4.2000000000000455,1790.7692307692307,2.423076923076923,0
304,-4.199999999999932,1802.8846153846155,2.423076923076923,0
305,-4.2000000000000455,1815.0,2.423076923076923,0
306,-4.2000000000000455,1827.1153846153845,2.423076923076923,0
307,-4.199999999999932,1839.2307692307693,2.423076923076923,0
308,-4.2000000000000455,1851.3461538461538,2.423076923076923,0
309,-4.199999999999932,1863.4615384615386,2.423076923076923,0
310,-4.2000000000000455,1875.576923076923,2.423076923076923,0
311,-4.2000000000000455,1887.6923076923076,2.423076923076923,0
312,-4.079999999999927,1899.8461538461538,2.4423076923076925,0
313,-4.160000000000082,1912.2307692307693,2.480769230769231,0
314,-4.169999999999959,1924.8461538461538,2.5576923076923075,0
315,-4.199999999999932,1937.4807692307693,2.5384615384615383,0
316,-4.2000000000000455,1950.173076923077,2.5384615384615383,0
317,-4.2000000000000455,1962.8653846153845,2.5384615384615383,0
318,-4.199999999999932,1975.5576923076924,2.5384615384615383,0
319,-4.2000000000000455,1988.25,2.5384615384615383,0
320,-4.199999999999932,2000.9423076923076,2.5384615384615383,0
321,-4.2000000000000455,2013.6346153846155,2.5384615384615383,0
322,-4.2000000000000455,2026.326923076923,2.5384615384615383,0
323,-4.199999999999932,2039.0192307692307,2.5384615384615383,0
324,-4.2000000000000455,2051.7115384615386,2.5384615384615383,0
325,-4.269999999999982,2064.403846153846,2.5384615384615383,0
326,-4.2000000000000455,2077.230769230769,2.5961538461538463,0
327,-4.2299999999999045,2090.25,2.6153846153846154,0
328,-4.2000000000000455,2103.3846153846152,2.6346153846153846,0
329,-4.310000000000059,2116.5,2.6538461538461537,0
330,-4.169999999999959,2129.8846153846152,2.6923076923076925,0
331,-4.2000000000000455,2143.0384615384614,2.6538461538461537,0
332,-4.199999999999932,2156.3076923076924,2.6538461538461537,0
333,-4.2000000000000455,2169.576923076923,2.6538461538461537,0
334,-4.199999999999932,2182.846153846154,2.6538461538461537,0
335,-4.2000000000000455,2196.1153846153848,2.6538461538461537,0
336,-4.2000000000000455,2209.3846153846152,2.6538461538461537,0
337,-4.199999999999932,2222.653846153846,2.6538461538461537,0
338,-4.190000000000055,2235.923076923077,2.6538461538461537,0
339,-4.099999999999909,2249.1923076923076,2.6538461538461537,0
340,-4.080000000000041,2262.519230769231,2.6923076923076925,0
341,-4.110000000000014,2276.019230769231,2.7115384615384617,0
342,-4.2000000000000455,2289.6923076923076,2.75,0
343,-4.219999999999914,2303.5384615384614,2.769230769230769,0
344,-4.180000000000064,2317.423076923077,2.7884615384615383,0
345,-4.199999999999932,2331.230769230769,2.769230769230769,0
346,-4.2000000000000455,2345.076923076923,2.769230769230769,0
347,-4.2000000000000455,2358.923076923077,2.769230769230769,0
348,-4.199999999999932,2372.769230769231,2.769230769230769,0
349,-4.2000000000000455,2386.6153846153848,2.769230769230769,0
350,-4.2000000000000455,2400.4615384615386,2.769230769230769,0
351,-4.199999999999818,2414.3076923076924,2.769230769230769,0
352,-4.2000000000000455,2428.153846153846,2.769230769230769,0
353,-4.2000000000000455,2442.0,2.769230769230769,0
354,-4.1400000000001,2455.846153846154,2.769230769230769,0
355,-4.1099999999999,2469.730769230769,2.7884615384615383,0
356,-4.190000000000055,2483.846153846154,2.8461538461538463,0
357,-4.289999999999964,2498.153846153846,2.8846153846153846,0
358,-4.210000000000036,2512.653846153846,2.9038461538461537,0
359,-4.210000000000036,2527.0,2.8846153846153846,0
360,-4.199999999999818,2541.423076923077,2.8846153846153846,0
361,-4.2000000000000455,2555.846153846154,2.8846153846153846,0
362,-4.2000000000000455,2570.269230769231,2.8846153846153846,0
363,-4.2000000000000455,2584.6923076923076,2.8846153846153846,0
364,-4.2000000000000455,2599.1153846153848,2.8846153846153846,0
365,-4.199999999999818,2613.5384615384614,2.8846153846153846,0
366,-4.2000000000000455,2627.9615384615386,2.8846153846153846,0
367,-4.150000000000091,2642.3846153846152,2.8846153846153846,0
368,-4.139999999999873,2656.8076923076924,2.8846153846153846,0
369,-4.080000000000155,2671.230769230769,2.8846153846153846,0
370,-4.220000000000027,2685.75,2.9423076923076925,0
371,-4.240000000000009,2700.673076923077,3.0,0
372,-4.119999999999891,2715.673076923077,3.0,0
373,-4.2000000000000455,2730.519230769231,3.0,0
374,-4.2000000000000455,2745.519230769231,3.0,0
375,-4.199999999999818,2760.519230769231,3.0,0
376,-4.2000000000000455,2775.519230769231,3.0,0
377,-4.2000000000000455,2790.519230769231,3.0,0
378,-4.2000000000000455,2805.519230769231,3.0,0
379,-4.2000000000000455,2820.519230769231,3.0,0
380,-4.199999999999818,2835.519230769231,3.0,0
381,-4.160000000000082,2850.519230769231,3.0,0
382,-4.170000000000073,2865.519230769231,3.0,0
383,-4.139999999999873,2880.5576923076924,3.019230769230769,0
384,-4.100000000000136,2895.7884615384614,3.0576923076923075,0
385,-4.2000000000000455,2911.1346153846152,3.076923076923077,0
386,-4.149999999999864,2926.7115384615386,3.1153846153846154,0
387,-4.2000000000000455,2942.1923076923076,3.1153846153846154,0
388,-4.2000000000000455,2957.769230769231,3.1153846153846154,0
389,-4.2000000000000455,2973.346153846154,3.1153846153846154,0
390,-4.199999999999818,2988.923076923077,3.1153846153846154,0
391,-4.2000000000000455,3004.5,3.1153846153846154,0
392,-4.2000000000000455,3020.076923076923,3.1153846153846154,0
393,-4.2000000000000455,3035.653846153846,3.1153846153846154,0
394,-4.2000000000000455,3051.230769230769,3.1153846153846154,0
395,-4.199999999999818,3066.8076923076924,3.1153846153846154,0
396,-4.2000000000000455,3082.3846153846152,3.1153846153846154,0
397,-4.130000000000109,3098.019230769231,3.1346153846153846,0
398,-4.1599999999998545,3113.7884615384614,3.1923076923076925,0
399,-4.170000000000073,3129.769230769231,3.2115384615384617,0
400,-4.190000000000055,3145.826923076923,3.2115384615384617,0
401,-4.2000000000000455,3161.9615384615386,3.230769230769231,0
402,-4.209999999999809,3178.1153846153848,3.230769230769231,0
403,-4.25,3194.2884615384614,3.25,0
404,-4.1400000000001,3210.5384615384614,3.25,0
405,-4.2000000000000455,3226.576923076923,3.230769230769231,0
406,-4.2000000000000455,3242.730769230769,3.230769230769231,0
407,-4.199999999999818,3258.8846153846152,3.230769230769231,0
408,-4.2000000000000455,3275.0384615384614,3.230769230769231,0
409,-4.190000000000055,3291.1923076923076,3.230769230769231,0
410,-4.150000000000091,3307.346153846154,3.230769230769231,0
411,-4.079999999999927,3323.5,3.230769230769231,0
412,-4.089999999999918,3339.653846153846,3.230769230769231,0
413,-4.150000000000091,3355.9423076923076,3.2884615384615383,0
414,-4.210000000000036,3372.5384615384614,3.3461538461538463,0
415,-4.289999999999964,3389.2884615384614,3.3653846153846154,0
416,-4.099999999999909,3406.1923076923076,3.4038461538461537,0
417,-4.2000000000000455,3422.730769230769,3.3461538461538463,0
418,-4.2000000000000455,3439.4615384615386,3.3461538461538463,0
419,-4.2000000000000455,3456.1923076923076,3.3461538461538463,0
420,-4.199999999999818,3472.923076923077,3.3461538461538463,0
421,-4.2000000000000455,3489.653846153846,3.3461538461538463,0
422,-4.2000000000000455,3506.3846153846152,3.3461538461538463,0
423,-4.2000000000000455,3523.1153846153848,3.3461538461538463,0
424,-4.2000000000000455,3539.846153846154,3.3461538461538463,0
425,-4.179999999999836,3556.576923076923,3.3461538461538463,0
426,-4.25,3573.3653846153848,3.3846153846153846,0
427,-4.210000000000036,3590.3846153846152,3.4038461538461537,0
428,-4.190000000000055,3607.423076923077,3.423076923076923,0
429,-4.210000000000036,3624.6153846153848,3.4423076923076925,0
430,-4.2000000000000455,3641.923076923077,3.4615384615384617,0
431,-4.240000000000009,3659.230769230769,3.4615384615384617,0
432,-4.1599999999998545,3676.6153846153848,3.480769230769231,0
433,-4.2000000000000455,3693.846153846154,3.4615384615384617,0
434,-4.2000000000000455,3711.153846153846,3.4615384615384617,0
435,-4.2000000000000455,3728.4615384615386,3.4615384615384617,0
436,-4.199999999999818,3745.769230769231,3.4615384615384617,0
437,-4.2000000000000455,3763.076923076923,3.4615384615384617,0
438,-4.2000000000000455,3780.3846153846152,3.4615384615384617,0
439,-4.180000000000064,3797.6923076923076,3.4615384615384617,0
440,-4.220000000000027,3815.0,3.4615384615384617,0
441,-4.1599999999998545,3832.480769230769,3.519230769230769,0
442,-4.269999999999982,3850.076923076923,3.519230769230769,0
443,-4.370000000000118,3868.0,3.5961538461538463,0
444,-4.1099999999999,3886.1153846153848,3.6346153846153846,0
445,-4.220000000000027,3903.730769230769,3.576923076923077,0
446,-4.180000000000064,3921.653846153846,3.5961538461538463,0
447,-4.2000000000000455,3939.5,3.576923076923077,0
448,-4.199999999999818,3957.3846153846152,3.576923076923077,0
449,-4.2000000000000455,3975.269230769231,3.576923076923077,0
450,-4.2000000000000455,3993.153846153846,3.576923076923077,0
451,-4.2000000000000455,4011.0384615384614,3.576923076923077,0
452,-4.2000000000000455,4028.923076923077,3.576923076923077,0
453,-4.199999999999818,4046.8076923076924,3.576923076923077,0
454,-4.230000000000018,4064.6923076923076,3.576923076923077,0
455,-4.300000000000182,4082.730769230769,3.6346153846153846,0
456,-4.229999999999791,4101.0,3.6538461538461537,0
457,-4.270000000000209,4119.2692307692305,3.6538461538461537,0
458,-4.229999999999791,4137.7692307692305,3.7115384615384617,0
459,-4.259999999999991,4156.192307692308,3.7115384615384617,0
460,-4.1400000000001,4174.75,3.7115384615384617,0
461,-4.2000000000000455,4193.096153846154,3.6923076923076925,0
462,-4.2000000000000455,4211.557692307692,3.6923076923076925,0
463,-4.199999999999818,4230.0192307692305,3.6923076923076925,0
464,-4.2000000000000455,4248.4807692307695,3.6923076923076925,0
465,-4.2000000000000455,4266.942307692308,3.6923076923076925,0
466,-4.2000000000000455,4285.403846153846,3.6923076923076925,0
467,-4.180000000000064,4303.865384615385,3.6923076923076925,0
468,-4.1599999999998545,4322.326923076923,3.6923076923076925,0
469,-4.130000000000109,4340.846153846154,3.7115384615384617,0
470,-4.1099999999999,4359.538461538462,3.75,0
471,-4.150000000000091,4378.326923076923,3.769230769230769,0
472,-4.1599999999998545,4397.2692307692305,3.8076923076923075,0
473,-4.2000000000000455,4416.2307692307695,3.8076923076923075,0
