step,reward,waiting_time,queue_length,emergency_count
0,0,0.0,0.0,0
1,0,0.0,0.03825136612021858,0
2,0,0.0,0.00546448087431694,0
3,0,0.060109289617486336,0.02185792349726776,1
4,0,0.20218579234972678,0.06557377049180328,1
5,0,0.4644808743169399,0.07650273224043716,1
6,0,0.7431693989071039,0.09836065573770492,1
7,0,1.0819672131147542,0.14207650273224043,1
8,0,1.7486338797814207,0.15300546448087432,1
9,0,2.185792349726776,0.16939890710382513,1
10,0,3.060109289617486,0.20765027322404372,1
11,0,4.185792349726776,0.25136612021857924,1
12,0,5.628415300546448,0.33879781420765026,1
13,0,7.51912568306011,0.4207650273224044,1
14,0,9.065573770491802,0.4207650273224044,1
15,0,11.142076502732241,0.4426229508196721,1
16,0,13.502732240437158,0.4918032786885246,1
17,0,15.956284153005464,0.5081967213114754,1
18,0,18.612021857923498,0.546448087431694,1
19,0,21.371584699453553,0.5901639344262295,1
20,0,24.256830601092897,0.6229508196721312,1
21,0,27.21311475409836,0.6120218579234973,1
22,0,30.306010928961747,0.6229508196721312,1
23,0,33.46994535519126,0.639344262295082,1
24,0,36.68852459016394,0.644808743169399,1
25,0,39.939890710382514,0.6502732240437158,1
26,0,43.19125683060109,0.6502732240437158,1
27,0,46.442622950819676,0.6502732240437158,1
28,0,49.69398907103825,0.6502732240437158,1
29,0,52.94535519125683,0.6502732240437158,1
30,0,56.19672131147541,0.6502732240437158,1
31,0,59.44808743169399,0.6502732240437158,1
32,0,62.69945355191257,0.6502732240437158,1
33,0,65.95081967213115,0.6502732240437158,1
34,0,69.20218579234972,0.6502732240437158,1
35,0,72.4535519125683,0.6502732240437158,1
36,0,75.70491803278688,0.6502732240437158,1
37,0,78.95628415300547,0.6502732240437158,1
38,0,82.20765027322405,0.6502732240437158,1
39,0,85.45901639344262,0.6502732240437158,1
40,0,88.7103825136612,0.6502732240437158,1
41,0,91.96174863387978,0.6502732240437158,1
42,0,95.21311475409836,0.6502732240437158,1
43,0,98.46448087431693,0.6502732240437158,1
44,0,101.71584699453553,0.6502732240437158,1
45,0,104.9672131147541,0.6502732240437158,1
46,0,108.21857923497268,0.6502732240437158,1
47,0,111.46994535519126,0.6502732240437158,1
48,0,114.72131147540983,0.6502732240437158,1
49,0,117.97267759562841,0.6502732240437158,1
