step,reward,waiting_time,queue_length
381,0,0.0,0.025
382,0,0.0,0.0
383,0,0.0,0.025
384,0,0.0,0.0
385,0,0.0,0.0
386,0,0.0,0.05
387,0,0.0,0.025
388,0,0.0,0.0
389,0,0.0,0.0
390,0,0.0,0.05
391,0,0.0,0.025
392,0,0.0,0.05
393,0,0.0,0.0
394,0,0.0,0.0
395,0,0.0,0.025
396,0,0.0,0.0
397,0,0.0,0.0
398,0,0.0,0.025
399,0,0.0,0.025
400,0,0.0,0.0
401,0,0.0,0.025
402,0,0.0,0.0
403,0,0.025,0.025
404,0,0.0,0.025
405,0,0.0,0.0
406,0,0.0,0.05
407,0,0.0,0.0
408,0,0.0,0.0
409,0,0.0,0.0
410,0,0.0,0.05
411,0,0.0,0.0
412,0,0.0,0.05
413,0,0.0,0.0
414,0,0.0,0.0
415,0,0.0,0.05
416,0,0.0,0.025
417,0,0.0,0.025
418,0,0.0,0.0
419,0,0.0,0.025
420,0,0.0,0.0
421,0,0.0,0.025
422,0,0.0,0.025
423,0,0.0,0.0
424,0,0.0,0.0
425,0,0.0,0.0
426,0,0.0,0.025
427,0,0.0,0.0
428,0,0.0,0.0
429,0,0.0,0.025
430,0,0.0,0.0
431,0,0.0,0.05
432,0,0.0,0.0
433,0,0.0,0.025
434,0,0.0,0.025
435,0,0.0,0.025
436,0,0.0,0.0
437,0,0.0,0.025
438,0,0.0,0.025
439,0,0.0,0.0
440,0,0.0,0.05
441,0,0.0,0.0
442,0,0.0,0.05
443,0,0.0,0.025
444,0,0.0,0.05
445,0,0.0,0.0
446,0,0.0,0.025
447,0,0.0,0.025
448,0,0.0,0.025
449,0,0.0,0.025
450,0,0.0,0.025
451,0,0.0,0.025
452,0,0.0,0.025
453,0,0.0,0.025
454,0,0.0,0.0
455,0,0.0,0.025
456,0,0.0,0.0
457,0,0.0,0.025
458,0,0.0,0.0
459,0,0.0,0.0
460,0,0.0,0.025
461,0,0.0,0.025
462,0,0.0,0.025
463,0,0.0,0.0
464,0,0.0,0.05
465,0,0.0,0.0
466,0,0.0,0.0
467,0,0.0,0.05
468,0,0.0,0.025
469,0,0.0,0.05
470,0,0.0,0.025
471,0,0.0,0.025
472,0,0.0,0.0
473,0,0.0,0.025
474,0,0.0,0.05
475,0,0.0,0.0
476,0,0.0,0.025
477,0,0.0,0.0
478,0,0.0,0.05
479,0,0.0,0.0
480,0,0.0,0.025
481,0,0.0,0.025
482,0,0.0,0.025
483,0,0.0,0.0
484,0,0.0,0.025
485,0,0.0,0.0
486,0,0.0,0.05
487,0,0.0,0.0
488,0,0.0,0.025
489,0,0.0,0.05
490,0,0.0,0.05
491,0,0.0,0.0
492,0,0.0,0.0
493,0,0.0,0.025
494,0,0.0,0.025
495,0,0.0,0.05
496,0,0.0,0.05
497,0,0.0,0.025
498,0,0.0,0.025
499,0,0.0,0.0
500,0,0.0,0.0
501,0,0.0,0.025
502,0,0.0,0.025
503,0,0.025,0.025
504,0,0.0,0.0
505,0,0.0,0.025
506,0,0.0,0.025
507,0,0.0,0.025
508,0,0.0,0.025
509,0,0.0,0.075
510,0,0.0,0.0
511,0,0.0,0.025
512,0,0.0,0.025
513,0,0.0,0.05
514,0,0.0,0.0
515,0,0.0,0.025
516,0,0.0,0.025
517,0,0.0,0.025
518,0,0.0,0.025
519,0,0.0,0.025
520,0,0.0,0.0
521,0,0.0,0.05
522,0,0.0,0.025
523,0,0.0,0.075
524,0,0.0,0.0
525,0,0.0,0.05
526,0,0.0,0.0
527,0,0.0,0.05
528,0,0.0,0.025
529,0,0.0,0.05
530,0,0.0,0.025
531,0,0.0,0.025
532,0,0.0,0.0
533,0,0.0,0.0
534,0,0.0,0.0
535,0,0.0,0.0
536,0,0.0,0.025
537,0,0.0,0.05
538,0,0.0,0.0
539,0,0.0,0.025
540,0,0.0,0.0
541,0,0.0,0.025
542,0,0.0,0.025
543,0,0.0,0.0
544,0,0.0,0.025
545,0,0.0,0.0
546,0,0.0,0.025
547,0,0.0,0.025
548,0,0.0,0.0
549,0,0.0,0.025
550,0,0.0,0.0
551,0,0.0,0.05
552,0,0.0,0.0
553,0,0.0,0.025
554,0,0.0,0.05
555,0,0.0,0.025
556,0,0.0,0.05
557,0,0.0,0.025
558,0,0.0,0.0
559,0,0.0,0.0
560,0,0.0,0.0
561,0,0.0,0.0
562,0,0.0,0.05
563,0,0.0,0.025
564,0,0.0,0.025
565,0,0.0,0.025
566,0,0.0,0.0
567,0,0.0,0.0
568,0,0.0,0.05
569,0,0.0,0.0
570,0,0.0,0.0
571,0,0.0,0.05
572,0,0.0,0.05
573,0,0.0,0.0
574,0,0.0,0.0
575,0,0.0,0.025
576,0,0.0,0.025
577,0,0.0,0.05
578,0,0.0,0.025
579,0,0.0,0.025
580,0,0.0,0.05
581,0,0.0,0.05
582,0,0.0,0.025
583,0,0.0,0.025
584,0,0.0,0.0
585,0,0.0,0.0
586,0,0.0,0.05
587,0,0.0,0.025
588,0,0.0,0.025
589,0,0.0,0.025
590,0,0.0,0.025
591,0,0.0,0.0
592,0,0.0,0.05
593,0,0.0,0.0
594,0,0.0,0.05
595,0,0.0,0.025
596,0,0.0,0.05
597,0,0.0,0.0
598,0,0.0,0.025
599,0,0.0,0.025
