waiting_time,queue_length,vehicle_count,emergency_count,avg_speed,total_vehicles
0.0,0,5,0,5.724696428049355,5
0.0,0,5,0,8.429050145554358,5
0.0,0,5,0,9.01386384877842,5
0.0,0,5,0,8.14750636825338,5
0.0,0,5,0,8.280590958916584,5
